Year,Survey,Title,dataSet,script
2007,Employees by Assigned Position,"Employees by faculty status, primary function/occupational activity: Fall 2007(revised May 2017)",EAP2007_Data_Stata.zip,EAP2007_Stata.zip
2007,Employees by Assigned Position,Response status for all survey components(revised May 2017),FLAGS2007_Data_Stata.zip,FLAGS2007_Stata.zip
2007,Finance,Public institutions - GASB 34/35: Fiscal year 2007(revised May 2017),F0607_F1A_Data_Stata.zip,F0607_F1A_Stata.zip
2007,Finance,Public institutions - GASB 34/35 (Component units using FASB): Fiscal year 2007(revised May 2017),F0607_F1A_F_Data_Stata.zip,F0607_F1A_F_Stata.zip
2007,Finance,Public institutions - GASB 34/35 (Component units using GASB): Fiscal year 2007(revised May 2017),F0607_F1A_G_Data_Stata.zip,F0607_F1A_G_Stata.zip
2007,Finance,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2007(revised May 2017),F0607_F2_Data_Stata.zip,F0607_F2_Stata.zip
2007,Finance,Private for-profit institutions: Fiscal year 2007(revised May 2017),F0607_F3_Data_Stata.zip,F0607_F3_Stata.zip
2007,Finance,Response status for all survey components(revised May 2017),FLAGS2007_Data_Stata.zip,FLAGS2007_Stata.zip
2007,Student Financial Aid and Net Price,Student financial aid: Academic year 2006-07(revised May 2017),SFA0607_Data_Stata.zip,SFA0607_Stata.zip
2007,Student Financial Aid and Net Price,Response status for all survey components(revised May 2017),FLAGS2007_Data_Stata.zip,FLAGS2007_Stata.zip
2007,Graduation Rates,Graduation rate data for cohort year 2001 (4-year) and cohort year 2004 (2-year) institutions(revised May 2017),GR2007_Data_Stata.zip,GR2007_Stata.zip
2007,Graduation Rates,Graduation rate data for cohort year 2004 (less-than-2-year institutions)(revised May 2017),GR2007_L2_Data_Stata.zip,GR2007_L2_Stata.zip
2007,Graduation Rates,Response status for all survey components(revised May 2017),FLAGS2007_Data_Stata.zip,FLAGS2007_Stata.zip
2006,Institutional Characteristics,Directory infomation,HD2006_Data_Stata.zip,HD2006_Stata.zip
2006,Institutional Characteristics,"Educational offerings,organization, admissions, services and athletic associations",IC2006_Data_Stata.zip,IC2006_Stata.zip
2006,Institutional Characteristics,Student charges for academic year programs,IC2006_AY_Data_Stata.zip,IC2006_AY_Stata.zip
2006,Institutional Characteristics,Student charges by program (vocational programs),IC2006_PY_Data_Stata.zip,IC2006_PY_Stata.zip
2006,Institutional Characteristics,Insitutions's mission statement,IC2006Mission_Data_Stata.zip,IC2006Mission_Stata.zip
2006,Institutional Characteristics,Response status for all survey components,FLAGS2006_Data_Stata.zip,FLAGS2006_Stata.zip
2006,12-Month Enrollment,12-month unduplicated headcount: 2005-06,EFFY2006_Data_Stata.zip,EFFY2006_Stata.zip
2006,12-Month Enrollment,12-month instructional activity: 2005-06,EFIA2006_Data_Stata.zip,EFIA2006_Stata.zip
2006,Admissions and Test Scores,"Educational offerings, organization, applications, admissions, enrollees, test scores, services and athletic associations",IC2006_Data_Stata.zip,IC2006_Stata.zip
2006,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2006",EF2006A_Data_Stata.zip,EF2006A_Stata.zip
2006,Fall Enrollment,"Major field of study, race/ethnicity, gender, attendance status, and level of student: Fall 2006",EF2006CP_Data_Stata.zip,EF2006CP_Stata.zip
2006,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 2006",EF2006B_Data_Stata.zip,EF2006B_Stata.zip
2006,Fall Enrollment,Residence and migration of first-time freshman: Fall 2006,EF2006C_Data_Stata.zip,EF2006C_Stata.zip
2006,Fall Enrollment,Total entering class and retention rates: Fall 2006,EF2006D_Data_Stata.zip,EF2006D_Stata.zip
2006,Fall Enrollment,Response status for all survey components,FLAGS2006_Data_Stata.zip,FLAGS2006_Stata.zip
2006,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: 2005-06",C2006_A_Data_Stata.zip,C2006_A_Stata.zip
2006,Completions,Response status for all survey components,FLAGS2006_Data_Stata.zip,FLAGS2006_Stata.zip
2006,Instructional Staff/Salaries,"Salaries of full-time instructional faculty, by contract length, gender, and academic rank: Academic year 2006-07",SAL2006_A_Data_Stata.zip,SAL2006_A_Stata.zip
2006,Instructional Staff/Salaries,"Fringe benefits of full-time instructional faculty, by contract length: Academic year 2006-07",SAL2006_B_Data_Stata.zip,SAL2006_B_Stata.zip
2006,Instructional Staff/Salaries,"Tenure status of full-time instructional faculty in 4-year institutions, by contract length, gender, and academic rank:  Academic year 2006-07",SAL2006_FACULTY_Data_Stata.zip,SAL2006_FACULTY_Stata.zip
2006,Instructional Staff/Salaries,"Number of full-time instructional faculty with less than 9-month contracts, by gender and academic rank: Academic year 2006-07",SAL2006_A_LT9_Data_Stata.zip,SAL2006_A_LT9_Stata.zip
2006,Instructional Staff/Salaries,Response status for all survey components,FLAGS2006_Data_Stata.zip,FLAGS2006_Stata.zip
2006,Fall Staff,"Employees by primary occupation, salary categories, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2006",S2006_ABD_Data_Stata.zip,S2006_ABD_Stata.zip
2006,Fall Staff,"Full-time instruction/research/public service staff, by tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions with 15 or more full-time employees): Fall 2006",S2006_F_Data_Stata.zip,S2006_F_Stata.zip
2006,Fall Staff,"New hires by primary occupation, race/ethnicity, and gender (Degree-granting institutions): Fall 2006",S2006_G_Data_Stata.zip,S2006_G_Stata.zip
2006,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Degree-granting institutions with less than 15 full-time employees and all nondegree-granting institutions): Fall 2006",S2006_CN_Data_Stata.zip,S2006_CN_Stata.zip
2006,Fall Staff,Response status for all survey components,FLAGS2006_Data_Stata.zip,FLAGS2006_Stata.zip
2006,Employees by Assigned Position,"Employees by faculty status, primary function/occupational activity: Fall 2006",EAP2006_Data_Stata.zip,EAP2006_Stata.zip
2006,Employees by Assigned Position,Response status for all survey components,FLAGS2006_Data_Stata.zip,FLAGS2006_Stata.zip
2006,Finance,Public institutions - GASB 34/35: Fiscal year 2006,F0506_F1A_Data_Stata.zip,F0506_F1A_Stata.zip
2006,Finance,Public institutions - GASB 34/35 (Component units using FASB): Fiscal year 2006,F0506_F1A_F_Data_Stata.zip,F0506_F1A_F_Stata.zip
2006,Finance,Public institutions - GASB 34/35 (Component units using GASB): Fiscal year 2006,F0506_F1A_G_Data_Stata.zip,F0506_F1A_G_Stata.zip
2006,Finance,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2006,F0506_F2_Data_Stata.zip,F0506_F2_Stata.zip
2006,Finance,Private for-profit institutions: Fiscal year 2006,F0506_F3_Data_Stata.zip,F0506_F3_Stata.zip
2006,Finance,Response status for all survey components,FLAGS2006_Data_Stata.zip,FLAGS2006_Stata.zip
2006,Student Financial Aid and Net Price,Student financial aid: Academic year 2005-06,SFA0506_Data_Stata.zip,SFA0506_Stata.zip
2006,Student Financial Aid and Net Price,Response status for all survey components,FLAGS2006_Data_Stata.zip,FLAGS2006_Stata.zip
2006,Graduation Rates,Graduation  rate data for cohort year 2000 (4-year) and cohort year 2003 (2-year) institutions,GR2006_Data_Stata.zip,GR2006_Stata.zip
2006,Graduation Rates,"Graduation rate data by sport for full-time, first-time degree/certificate-seeking students receiving athletically-related student aid for cohort year 2000 (4-year) and cohort year 2003 (2-year) institutions",GR2006ATH_Data_Stata.zip,GR2006ATH_Stata.zip
2006,Graduation Rates,Number of full-time undergraduate degree/certificate-seeking students receiving athletically-related student aid in 2005-06 (4-year and 2-year institutions),GR2006_ATH_AID_Data_Stata.zip,GR2006_ATH_AID_Stata.zip
2006,Graduation Rates,Graduation rate data for cohort year 2003 (less-than-2-year institutions),GR2006_L2_Data_Stata.zip,GR2006_L2_Stata.zip
2006,Graduation Rates,Response status for all survey components,FLAGS2006_Data_Stata.zip,FLAGS2006_Stata.zip
2005,Institutional Characteristics,Directory information,HD2005_Data_Stata.zip,HD2005_Stata.zip
2005,Institutional Characteristics,Response status for all survey components,FLAGS2005_Data_Stata.zip,FLAGS2005_Stata.zip
2005,Institutional Characteristics,"Educational offerings,organization,  admissions, services and athletic associations",IC2005_Data_Stata.zip,IC2005_Stata.zip
2005,Institutional Characteristics,Student charges for academic year programs,IC2005_AY_Data_Stata.zip,IC2005_AY_Stata.zip
2005,Institutional Characteristics,Student charges by program (vocational programs),IC2005_PY_Data_Stata.zip,IC2005_PY_Stata.zip
2005,Institutional Characteristics,Institution's mission statement,IC2005Mission_Data_Stata.zip,IC2005Mission_Stata.zip
2005,12-Month Enrollment,12-month unduplicated headcount: 2004-05,EFFY2005_Data_Stata.zip,EFFY2005_Stata.zip
2005,12-Month Enrollment,12-month instructional activity: 2004-05,EFIA2005_Data_Stata.zip,EFIA2005_Stata.zip
2005,Admissions and Test Scores,"Educational offerings, organization, applications, admissions, enrollees, test scores, services and athletic associations",IC2005_Data_Stata.zip,IC2005_Stata.zip
2005,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2005",EF2005A_Data_Stata.zip,EF2005A_Stata.zip
2005,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 2005",EF2005B_Data_Stata.zip,EF2005B_Stata.zip
2005,Fall Enrollment,Residence and migration of first-time freshman: Fall 2005,EF2005C_Data_Stata.zip,EF2005C_Stata.zip
2005,Fall Enrollment,Total entering class and retention rates: Fall 2005,EF2005D_Data_Stata.zip,EF2005D_Stata.zip
2005,Fall Enrollment,Response status for all survey components,FLAGS2005_Data_Stata.zip,FLAGS2005_Stata.zip
2005,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: 2004-05",C2005_A_Data_Stata.zip,C2005_A_Stata.zip
2005,Completions,Response status for all survey components,FLAGS2005_Data_Stata.zip,FLAGS2005_Stata.zip
2005,Instructional Staff/Salaries,"Salaries of full-time instructional faculty, by contract length, gender, and academic rank: Academic year 2005-06",SAL2005_A_Data_Stata.zip,SAL2005_A_Stata.zip
2005,Instructional Staff/Salaries,"Fringe benefits of full-time instructional faculty, by contract length: Academic year 2005-06",SAL2005_B_Data_Stata.zip,SAL2005_B_Stata.zip
2005,Instructional Staff/Salaries,"Number of full-time instructional faculty with less than 9-month contracts, by gender and academic rank: Academic year 2005-06",SAL2005_A_LT9_Data_Stata.zip,SAL2005_A_LT9_Stata.zip
2005,Instructional Staff/Salaries,Response status for all survey components,FLAGS2005_Data_Stata.zip,FLAGS2005_Stata.zip
2005,Fall Staff,"Employees by primary occupation, salary categories, race/ethnicity, and gender (Degree-granting institutions): Fall 2005",S2005_ABD_Data_Stata.zip,S2005_ABD_Stata.zip
2005,Fall Staff,"Full-time faculty, by tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2005",S2005_F_Data_Stata.zip,S2005_F_Stata.zip
2005,Fall Staff,"New hires by primary occupation, race/ethnicity, and gender (Degree-granting institutions): Fall 2005",S2005_G_Data_Stata.zip,S2005_G_Stata.zip
2005,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Nondegree-granting institutions): Fall 2005",S2005_CN_Data_Stata.zip,S2005_CN_Stata.zip
2005,Fall Staff,Response status for all survey components,FLAGS2005_Data_Stata.zip,FLAGS2005_Stata.zip
2005,Employees by Assigned Position,"Employees by faculty status, primary function/occupational activity: Fall 2005",EAP2005_Data_Stata.zip,EAP2005_Stata.zip
2005,Employees by Assigned Position,Response status for all survey components,FLAGS2005_Data_Stata.zip,FLAGS2005_Stata.zip
2005,Finance,Public institutions - GASB 34/35: Fiscal year 2005,F0405_F1A_Data_Stata.zip,F0405_F1A_Stata.zip
2005,Finance,Public institutions - GASB 34/35 (Component units using FASB): Fiscal year 2005,F0405_F1A_F_Data_Stata.zip,F0405_F1A_F_Stata.zip
2005,Finance,Public institutions - GASB 34/35 (Component units using GASB): Fiscal year 2005,F0405_F1A_G_Data_Stata.zip,F0405_F1A_G_Stata.zip
2005,Finance,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2005,F0405_F2_Data_Stata.zip,F0405_F2_Stata.zip
2005,Finance,Private for-profit institutions: Fiscal year 2005,F0405_F3_Data_Stata.zip,F0405_F3_Stata.zip
2005,Finance,Response status for all survey components,FLAGS2005_Data_Stata.zip,FLAGS2005_Stata.zip
2005,Student Financial Aid and Net Price,Student financial aid: Academic year 2004-05,SFA0405_Data_Stata.zip,SFA0405_Stata.zip
2005,Student Financial Aid and Net Price,Response status for all survey components,FLAGS2005_Data_Stata.zip,FLAGS2005_Stata.zip
2005,Graduation Rates,Graduation rate data for cohort year 1999 (4-year) and cohort year 2002 (2-year) institutions,GR2005_Data_Stata.zip,GR2005_Stata.zip
2005,Graduation Rates,Graduation rate data for cohort year 2002 (less-than-2-year institutions),GR2005_L2_Data_Stata.zip,GR2005_L2_Stata.zip
2005,Graduation Rates,"Graduation rate data by sport for full-time, first-time degree/certificate-seeking students receiving athletically-related student aid for cohort year 1999 (4-year) and cohort year 2002 (2-year) institutions",GR2005ATH_Data_Stata.zip,GR2005ATH_Stata.zip
2005,Graduation Rates,Number of full-time undergraduate degree/certificate-seeking students receiving athletically-related student aid in 2004-05 (4-year and 2-year institutions),GR2005_ATH_AID_Data_Stata.zip,GR2005_ATH_AID_Stata.zip
2005,Graduation Rates,Response status for all survey components,FLAGS2005_Data_Stata.zip,FLAGS2005_Stata.zip
2005,Frequently used/Derived variables,Variables from the 2005 data collection presented in the 2006 IPEDS Data Feedback Report,DFR2005_Data_Stata.zip,DFR2005_Stata.zip
2004,Institutional Characteristics,Directory information,HD2004_Data_Stata.zip,HD2004_Stata.zip
2004,Institutional Characteristics,Response status for all survey components,FLAGS2004_Data_Stata.zip,FLAGS2004_Stata.zip
2004,Institutional Characteristics,"Educational offerings,organization, accreditation, admissions, services and athletic associations",IC2004_Data_Stata.zip,IC2004_Stata.zip
2004,Institutional Characteristics,Student charges for academic year programs,IC2004_AY_Data_Stata.zip,IC2004_AY_Stata.zip
2004,Institutional Characteristics,Student charges by program (vocational programs),IC2004_PY_Data_Stata.zip,IC2004_PY_Stata.zip
2004,Institutional Characteristics,Instiution's mission statement,IC2004Mission_Data_Stata.zip,IC2004Mission_Stata.zip
2004,12-Month Enrollment,12-month unduplicated headcount: 2003-04,EFFY2004_Data_Stata.zip,EFFY2004_Stata.zip
2004,12-Month Enrollment,12-month instructional activity: 2003-04,EFIA2004_Data_Stata.zip,EFIA2004_Stata.zip
2004,Admissions and Test Scores,"Educational offerings, organization, applications, admissions, enrollees, test scores, services and athletic associations",IC2004_Data_Stata.zip,IC2004_Stata.zip
2004,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2004",EF2004A_Data_Stata.zip,EF2004A_Stata.zip
2004,Fall Enrollment,"Major field of study, race/ethnicity, gender, attendance status, and level of student: Fall 2004",EF2004CP_Data_Stata.zip,EF2004CP_Stata.zip
2004,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 2004",EF2004B_Data_Stata.zip,EF2004B_Stata.zip
2004,Fall Enrollment,Residence and migration of first-time freshman: Fall 2004,EF2004C_Data_Stata.zip,EF2004C_Stata.zip
2004,Fall Enrollment,Total entering class and retention rates: Fall 2004,EF2004D_Data_Stata.zip,EF2004D_Stata.zip
2004,Fall Enrollment,Response status for all survey components,FLAGS2004_Data_Stata.zip,FLAGS2004_Stata.zip
2004,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: 2003-04",C2004_A_Data_Stata.zip,C2004_A_Stata.zip
2004,Completions,Response status for all survey components,FLAGS2004_Data_Stata.zip,FLAGS2004_Stata.zip
2004,Instructional Staff/Salaries,"Salaries of full-time instructional faculty, by contract length, gender, and academic rank: Academic year 2004-05",SAL2004_A_Data_Stata.zip,SAL2004_A_Stata.zip
2004,Instructional Staff/Salaries,"Fringe benefits of full-time instructional faculty, by contract length: Academic year 2004-05",SAL2004_B_Data_Stata.zip,SAL2004_B_Stata.zip
2004,Instructional Staff/Salaries,Response status for all survey components,FLAGS2004_Data_Stata.zip,FLAGS2004_Stata.zip
2004,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Degree-granting institutions): Fall 2004",S2004_ABD_Data_Stata.zip,S2004_ABD_Stata.zip
2004,Fall Staff,"Full-time faculty, by tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2004",S2004_F_Data_Stata.zip,S2004_F_Stata.zip
2004,Fall Staff,"New hires by primary occupation, race/ethnicity, and gender (Degree-granting institutions): Fall 2004",S2004_G_Data_Stata.zip,S2004_G_Stata.zip
2004,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Nondegree-granting institutions): Fall 2004",S2004_CN_Data_Stata.zip,S2004_CN_Stata.zip
2004,Fall Staff,Response status for all survey components,FLAGS2004_Data_Stata.zip,FLAGS2004_Stata.zip
2004,Employees by Assigned Position,"Employees by faculty status, primary function/occupational activity: Fall 2004",EAP2004_Data_Stata.zip,EAP2004_Stata.zip
2004,Employees by Assigned Position,Response status for all survey components,FLAGS2004_Data_Stata.zip,FLAGS2004_Stata.zip
2004,Finance,Public institutions - GASB 34/35: Fiscal year 2004,F0304_F1A_Data_Stata.zip,F0304_F1A_Stata.zip
2004,Finance,Public institutions - GASB 34/35 (Component units using FASB): Fiscal year 2004,F0304_F1A_F_Data_Stata.zip,F0304_F1A_F_Stata.zip
2004,Finance,Public institutions - GASB 34/35 (Component units using GASB): Fiscal year 2004,F0304_F1A_G_Data_Stata.zip,F0304_F1A_G_Stata.zip
2004,Finance,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2004,F0304_F2_Data_Stata.zip,F0304_F2_Stata.zip
2004,Finance,Private for-profit institutions: Fiscal year 2004,F0304_F3_Data_Stata.zip,F0304_F3_Stata.zip
2004,Finance,Response status for all survey components,FLAGS2004_Data_Stata.zip,FLAGS2004_Stata.zip
2004,Student Financial Aid and Net Price,Student financial aid: Academic year 2003-04,SFA0304_Data_Stata.zip,SFA0304_Stata.zip
2004,Student Financial Aid and Net Price,Response status for all survey components,FLAGS2004_Data_Stata.zip,FLAGS2004_Stata.zip
2004,Graduation Rates,Graduation rate data for cohort year 1998 (4-year) and cohort year 2001 (2-year) institutions,GR2004_Data_Stata.zip,GR2004_Stata.zip
2004,Graduation Rates,Graduation rate data for cohort year 2001 (less-than-2-year institutions),GR2004_L2_Data_Stata.zip,GR2004_L2_Stata.zip
2004,Graduation Rates,"Graduation rate data by sport for full-time, first-time degree/certificate-seeking students receiving athletically-related student aid for cohort year 1998 (4-year) and cohort year 2001 (2-year) institutions",GR2004ATH_Data_Stata.zip,GR2004ATH_Stata.zip
2004,Graduation Rates,Number of full-time undergraduate degree/certificate-seeking students receiving athletically-related student aid in 2003-04 (4-year and 2-year institutions),GR2004_ATH_AID_Data_Stata.zip,GR2004_ATH_AID_Stata.zip
2004,Graduation Rates,Response status for all survey components,FLAGS2004_Data_Stata.zip,FLAGS2004_Stata.zip
2003,Institutional Characteristics,"Directory information, response status for all surveys and derived variables",HD2003_Data_Stata.zip,HD2003_Stata.zip
2003,Institutional Characteristics,"Educational offerings, organization, accreditation, admissions,services and athletic associations",IC2003_Data_Stata.zip,IC2003_Stata.zip
2003,Institutional Characteristics,Student charges for academic year programs,IC2003_AY_Data_Stata.zip,IC2003_AY_Stata.zip
2003,Institutional Characteristics,Student charges by program (vocational programs),IC2003_PY_Data_Stata.zip,IC2003_PY_Stata.zip
2003,12-Month Enrollment,12-month unduplicated headcount: 2002-03,EFFY2003_Data_Stata.zip,EFFY2003_Stata.zip
2003,12-Month Enrollment,12-month instructional activity: 2002-03,EFIA2003_Data_Stata.zip,EFIA2003_Stata.zip
2003,Admissions and Test Scores,"Educational offerings, organization, accreditation, applications, admissions, enrollees, test scores, services and athletic associations",IC2003_Data_Stata.zip,IC2003_Stata.zip
2003,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2003",EF2003A_Data_Stata.zip,EF2003A_Stata.zip
2003,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 2003",EF2003B_Data_Stata.zip,EF2003B_Stata.zip
2003,Fall Enrollment,Residence and migration of first-time freshman: Fall 2003,EF2003C_Data_Stata.zip,EF2003C_Stata.zip
2003,Fall Enrollment,Total entering class  and retention rates: Fall 2003,EF2003D_Data_Stata.zip,EF2003D_Stata.zip
2003,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: 2002-03",C2003_A_Data_Stata.zip,C2003_A_Stata.zip
2003,Instructional Staff/Salaries,"Salaries of full-time instructional faculty,  by contract length, gender, and academic rank: Academic year 2003-04",SAL2003_A_Data_Stata.zip,SAL2003_A_Stata.zip
2003,Instructional Staff/Salaries,"Fringe benefits of full-time instructional faculty, by contract length: Academic year 2003-04",SAL2003_B_Data_Stata.zip,SAL2003_B_Stata.zip
2003,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Degree-granting institutions): Fall 2003",S2003_ABD_Data_Stata.zip,S2003_ABD_Stata.zip
2003,Fall Staff,"Full-time faculty, by tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2003",S2003_F_Data_Stata.zip,S2003_F_Stata.zip
2003,Fall Staff,"New hires by primary occupation, race/ethnicity, and gender (Degree-granting institutions): Fall 2003",S2003_G_Data_Stata.zip,S2003_G_Stata.zip
2003,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Nondegree-granting institutions): Fall 2003",S2003_CN_Data_Stata.zip,S2003_CN_Stata.zip
2003,Employees by Assigned Position,"Employees by faculty status, primary function/occupational activity: Fall 2003",EAP2003_Data_Stata.zip,EAP2003_Stata.zip
2003,Finance,Public institutions - GASB Reporting Standards before (GASB 34/35): Fiscal year 2003,F0203_F1_Data_Stata.zip,F0203_F1_Stata.zip
2003,Finance,Public institutions - GASB 34/35: Fiscal year 2003,F0203_F1A_Data_Stata.zip,F0203_F1A_Stata.zip
2003,Finance,Public institutions - GASB 34/35 (Component units using FASB): Fiscal year 2003,F0203_F1A_F_Data_Stata.zip,F0203_F1A_F_Stata.zip
2003,Finance,Public institutions - GASB 34/35 (Component units using GASB): Fiscal year 2003,F0203_F1A_G_Data_Stata.zip,F0203_F1A_G_Stata.zip
2003,Finance,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2003,F0203_F2_Data_Stata.zip,F0203_F2_Stata.zip
2003,Finance,Private for-profit institutions: Fiscal year 2003,F0203_F3_Data_Stata.zip,F0203_F3_Stata.zip
2003,Student Financial Aid and Net Price,Student financial aid: Academic year 2002-03,SFA0203_Data_Stata.zip,SFA0203_Stata.zip
2003,Graduation Rates,Graduation rate data for cohort year 1997 (4-year) and cohort year 2000 (2-year and less-than-2-year) institutions,GR2003_Data_Stata.zip,GR2003_Stata.zip
2003,Graduation Rates,"Graduation rate data by sport for full-time, first-time degree/certificate-seeking students receiving athletically-related student aid for cohort year 1997 (4-year) and cohort year 2000 (2-year) institutions",GR2003ATH_Data_Stata.zip,GR2003ATH_Stata.zip
2003,Graduation Rates,Number of full-time undergraduate degree/certificate-seeking students receiving athletically-related student aid in 2002-03 (4-year and 2-year institutions),GR2003_ATH_AID_Data_Stata.zip,GR2003_ATH_AID_Stata.zip
2002,Institutional Characteristics,"Directory information, response status for all surveys and derived variables",HD2002_Data_Stata.zip,HD2002_Stata.zip
2002,Institutional Characteristics,"Educational offerings,organization, accreditation, admissions, services and athletic associations",IC2002_Data_Stata.zip,IC2002_Stata.zip
2002,Institutional Characteristics,Student charges for academic year programs,IC2002_AY_Data_Stata.zip,IC2002_AY_Stata.zip
2002,Institutional Characteristics,Student charges by program (vocational programs),IC2002_PY_Data_Stata.zip,IC2002_PY_Stata.zip
2002,12-Month Enrollment,12-month unduplicated enrollment: 2001-02,EFFY2002_Data_Stata.zip,EFFY2002_Stata.zip
2002,12-Month Enrollment,12-month instructional activity: 2001-02,EFIA2002_Data_Stata.zip,EFIA2002_Stata.zip
2002,Admissions and Test Scores,"Educational offerings, organization, accreditation, applications, admissions, enrollees, test scores, services and athletic associations",IC2002_Data_Stata.zip,IC2002_Stata.zip
2002,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2002",EF2002A_Data_Stata.zip,EF2002A_Stata.zip
2002,Fall Enrollment,"Major field of study, race/ethnicity, gender, attendance status, and level of student: Fall 2002",EF2002CP_Data_Stata.zip,EF2002CP_Stata.zip
2002,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 2002",EF2002B_Data_Stata.zip,EF2002B_Stata.zip
2002,Fall Enrollment,Residence and migration of first-time freshman: Fall 2002,EF2002C_Data_Stata.zip,EF2002C_Stata.zip
2002,Fall Enrollment,Total entering class: Fall 2002,EF2002D_Data_Stata.zip,EF2002D_Stata.zip
2002,Completions,"Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: 2001-02",C2002_A_Data_Stata.zip,C2002_A_Stata.zip
2002,Instructional Staff/Salaries,"Salaries of full-time instructional faculty,  by contract length, gender, and academic rank - academic year 2002-03",SAL2002_A_Data_Stata.zip,SAL2002_A_Stata.zip
2002,Instructional Staff/Salaries,"Fringe benefits of full-time instructional faculty, by contract length - academic year 2002-03",SAL2002_B_Data_Stata.zip,SAL2002_B_Stata.zip
2002,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Degree-granting institutions) - fall 2002",S2002_ABD_Data_Stata.zip,S2002_ABD_Stata.zip
2002,Fall Staff,"Full-time faculty, by tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions) - fall 2002",S2002_F_Data_Stata.zip,S2002_F_Stata.zip
2002,Fall Staff,"New hires by primary occupation, race/ethnicity, and gender (Degree-granting institutions) - fall 2002",S2002_G_Data_Stata.zip,S2002_G_Stata.zip
2002,Fall Staff,"Employees by primary occupation, race/ethnicity, and gender (Nondegree-granting institutions) - fall 2002",S2002_CN_Data_Stata.zip,S2002_CN_Stata.zip
2002,Employees by Assigned Position,"Employees by faculty status, primary function/occupational activity - fall 2002",EAP2002_Data_Stata.zip,EAP2002_Stata.zip
2002,Finance,"Public institutions - GASB Reporting Standards before (GASB 34/35), fiscal year 2002",F0102_F1_Data_Stata.zip,F0102_F1_Stata.zip
2002,Finance,"Public institutions - GASB 34/35, fiscal year 2002",F0102_F1A_Data_Stata.zip,F0102_F1A_Stata.zip
2002,Finance,"Public institutions - GASB 34/35 (Component units using FASB), fiscal year 2002",F0102_F1A_F_Data_Stata.zip,F0102_F1A_F_Stata.zip
2002,Finance,"Public institutions - GASB 34/35 (Component units using GASB), fiscal year 2002",F0102_F1A_G_Data_Stata.zip,F0102_F1A_G_Stata.zip
2002,Finance,"Private not-for-profit institutions or Public institutions using FASB, fiscal year 2002",F0102_F2_Data_Stata.zip,F0102_F2_Stata.zip
2002,Finance,"Private for-profit institutions, fiscal year 2002",F0102_F3_Data_Stata.zip,F0102_F3_Stata.zip
2002,Student Financial Aid and Net Price,Student financial aid: Academic year 2001-02,SFA0102_Data_Stata.zip,SFA0102_Stata.zip
2002,Graduation Rates,Graduation rate data for cohort year 1996 (4-year) and cohort year 1999 (2-year and less-than-2-year) institutions,GR2002_Data_Stata.zip,GR2002_Stata.zip
2002,Graduation Rates,"Graduation rate data by sport for full-time, first-time degree/certificate-seeking students receiving athletically-related student aid for cohort year 1996 (4-year) and cohort year 1999 (2-year) institutions",GR2002ATH_Data_Stata.zip,GR2002ATH_Stata.zip
2002,Graduation Rates,Number of full-time undergraduate degree/certificate-seeking students receiving athletically-related student aid in 2001-02 (4-year and 2-year institutions),GR2002_ATH_AID_Data_Stata.zip,GR2002_ATH_AID_Stata.zip
2001,Institutional Characteristics,"Directory information, response status for all surveys, and derived variables",FA2001HD_Data_Stata.zip,FA2001HD_Stata.zip
